Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_2052_16_0	omega_2052_16	da59f0a02f579914f168bb1a4a1bfdf5	0.94	0.63	0.31	1.328	0.834	0.494	1.175	0.72	0.455	846.072
omega_2002_10_0	omega_2002_10	b4e9c4587a43b4fcd621035c137d1988	0.94	0.659	0.281	1.299	0.855	0.444	1.176	0.741	0.434	871.481
omega_1287_21_0	omega_1287_21	c684a61ccddf33f9d1d5dfd0dcf4e61a	0.94	0.706	0.234	1.296	0.892	0.405	1.129	0.772	0.356	907.799
omega_2157_15_0	omega_2157_15	7048ccff444c9786fa0865972f83df2f	0.94	0.595	0.345	1.208	0.732	0.477	1.316	0.761	0.555	903.326
omega_1803_3_0	omega_1803_3	cedb76c3aeda3a7af21cc818b2f53516	0.94	0.557	0.382	1.599	0.848	0.751	1.057	0.619	0.438	722.308
omega_2042_8_0	omega_2042_8	7d70d5b0172c0deda90d1f78240d94a9	0.939	0.626	0.313	1.357	0.851	0.507	1.153	0.704	0.449	825.473
omega_795_1_0	omega_795_1	e330cdb181042622bd705b22226d51d9	0.939	0.609	0.33	1.313	0.825	0.488	1.204	0.699	0.505	820.695
omega_607_18_0	omega_607_18	d25a5bbaaf25fd4280d0cc6c77626cba	0.939	0.6	0.338	1.178	0.798	0.38	1.461	0.708	0.753	833.103
omega_360_19_0	omega_360_19	867ace263d8b83abf1db39028ca63b18	0.938	0.632	0.306	1.202	0.783	0.419	1.299	0.766	0.533	905.839
omega_1754_34_0	omega_1754_34	3891ef06aff4696820a9e78b15e02318	0.938	0.595	0.343	1.338	0.812	0.525	1.186	0.69	0.497	809.7
omega_1585_10_0	omega_1585_10	2085c7113075345485357893a8810ee0	0.937	0.607	0.331	1.595	0.921	0.675	1.034	0.64	0.394	745.313
omega_1011_25_0	omega_1011_25	7d2bb9c694d7475bef04c3b72b8c03c7	0.937	0.62	0.317	1.161	0.722	0.439	1.346	0.814	0.532	970.664
omega_27_37_0	omega_27_37	6b21caa7101f4ea31307fbf85e63c601	0.937	0.611	0.325	1.273	0.776	0.497	1.228	0.742	0.485	877.058
omega_548_26_0	omega_548_26	9a5828c88eebcb057f2f6ca76b92b700	0.937	0.58	0.357	1.239	0.729	0.51	1.282	0.739	0.543	875.978
omega_1405_44_0	omega_1405_44	bdf2a8e6ad86fca71dace3ef57b643c5	0.936	0.657	0.279	1.421	0.862	0.558	1.092	0.734	0.357	862.31
omega_127_5_0	omega_127_5	60fef00e6e0aa8ee6e8730e066bcc7de	0.935	0.645	0.291	1.155	0.733	0.422	1.326	0.843	0.483	1006.401
omega_2077_23_0	omega_2077_23	a255f6c6d8accf5ebe2ea5ac68516831	0.935	0.596	0.34	1.242	0.75	0.492	1.266	0.744	0.523	880.078
omega_1564_20_0	omega_1564_20	794ace1a8775022ea5341ca280c4b735	0.935	0.655	0.28	1.145	0.763	0.382	1.333	0.823	0.51	978.876
omega_1130_42_0	omega_1130_42	d6e338fb4cbca17df9915e08f7127481	0.935	0.577	0.358	1.346	0.799	0.547	1.183	0.675	0.508	792.71
omega_1473_3_0	omega_1473_3	d14e0d86d1b9550136d8108e25d7ebcb	0.935	0.647	0.288	1.209	0.796	0.412	1.264	0.775	0.489	916.375
omega_1065_43_0	omega_1065_43	f19591b605ed5db1d1247f8bfb9ce229	0.934	0.501	0.433	1.333	0.689	0.644	1.216	0.646	0.57	762.732
omega_1231_16_0	omega_1231_16	b2733e5cfcd8865d98d62d81c8da3747	0.933	0.613	0.321	1.218	0.76	0.458	1.277	0.76	0.517	899.777
omega_800_45_0	omega_800_45	76b41d8ed5703cfd5367218e09888cbc	0.933	0.61	0.323	1.56	0.897	0.663	1.042	0.656	0.387	764.98
omega_1802_8_0	omega_1802_8	5693f9cf05bc5d3dbf79c7378e6bc92e	0.933	0.681	0.252	1.278	0.866	0.412	1.155	0.761	0.393	895.679
omega_1406_8_0	omega_1406_8	6e03548c18a62d8ec0d7f84a3132ef4f	0.933	0.619	0.313	1.253	0.759	0.494	1.233	0.771	0.462	913.717
omega_1638_28_0	omega_1638_28	2018443c2f8861e09698fbbffeb6aabe	0.932	0.619	0.313	1.193	0.729	0.464	1.295	0.804	0.491	957.98
omega_2132_28_0	omega_2132_28	219672b449926101d6fe9e6e81637e1c	0.932	0.712	0.22	1.343	0.923	0.42	1.073	0.757	0.316	887.771
omega_1216_42_0	omega_1216_42	5732daf42aff1082dff0d085fe8379c9	0.932	0.58	0.352	1.214	0.789	0.425	1.358	0.686	0.672	806.772
omega_953_40_0	omega_953_40	70cd5e6d626f1f75e5bed9bdbc3c061e	0.932	0.575	0.357	1.159	0.753	0.406	1.454	0.708	0.746	836.06
omega_1003_2_0	omega_1003_2	797af0e27db0b3efe1b30d7fb4d495f2	0.932	0.672	0.259	1.252	0.852	0.4	1.185	0.761	0.424	895.734
omega_1101_31_0	omega_1101_31	1a3bce43bb479cd5a27bfb5c5422073b	0.931	0.63	0.301	1.365	0.848	0.517	1.129	0.71	0.419	833.604
omega_337_9_0	omega_337_9	7b9a568efedac3298377668d4ad54c99	0.931	0.577	0.354	1.353	0.764	0.588	1.172	0.702	0.47	827.305
omega_1875_36_0	omega_1875_36	bf409a7aca2589c1ccc1a3bd54c7aba6	0.931	0.554	0.377	1.261	0.806	0.455	1.326	0.639	0.687	748.063
omega_959_35_0	omega_959_35	9c9158f995ccf0e8fde3ed9e83ec36d8	0.931	0.589	0.342	1.203	0.71	0.492	1.303	0.775	0.528	922.025
omega_821_24_0	omega_821_24	ce9d4db991979578fa82b01519e645ae	0.931	0.534	0.396	1.416	0.723	0.693	1.153	0.672	0.48	792.876
omega_2127_18_0	omega_2127_18	96bbfc8a21400135a62ce91d006ccdc5	0.93	0.65	0.28	1.377	0.833	0.543	1.114	0.747	0.367	879.866
omega_1817_20_0	omega_1817_20	29c3904e8713648a119bc7b2dc28e845	0.93	0.606	0.324	1.601	0.87	0.732	1.035	0.667	0.368	779.636
omega_1184_8_0	omega_1184_8	d7d25a808a06422691596cd47de5e1da	0.93	0.599	0.332	1.441	0.817	0.624	1.106	0.691	0.415	811.319
omega_529_6_0	omega_529_6	50824e744197d1a41500c0ca4679effa	0.93	0.674	0.256	1.252	0.846	0.405	1.178	0.768	0.41	905.345
omega_1085_40_0	omega_1085_40	44806944106519c4901e9ec03a47db23	0.93	0.621	0.31	1.502	0.86	0.642	1.065	0.69	0.374	808.324
omega_2155_18_0	omega_2155_18	a4da40cd5c07e0576c3ecf9ebbc8ff8d	0.93	0.614	0.316	1.153	0.734	0.419	1.351	0.789	0.562	938.533
omega_881_5_0	omega_881_5	6c125c25ad1a63199606a3cf68394d60	0.929	0.551	0.378	1.267	0.722	0.544	1.253	0.699	0.554	825.792
omega_246_8_0	omega_246_8	8eb4f8907f6b0a636f396ec23bc4ea9b	0.928	0.623	0.305	1.46	0.875	0.585	1.073	0.684	0.389	800.151
omega_354_22_0	omega_354_22	d19a209b260fc8a948af499943c06540	0.928	0.664	0.264	1.304	0.834	0.47	1.14	0.764	0.376	901.023
omega_164_3_0	omega_164_3	8c6085c70a9fbe8bbfc8ab831417235e	0.927	0.552	0.375	1.305	0.758	0.547	1.214	0.67	0.544	788.526
omega_1685_23_0	omega_1685_23	c061720ba08530d9aa52529f7fdda84c	0.926	0.56	0.367	1.414	0.811	0.603	1.127	0.644	0.483	753.59
omega_1762_42_0	omega_1762_42	a57553c1e3c66058e87661e76ef502d5	0.926	0.689	0.237	1.331	0.948	0.383	1.1	0.716	0.384	836.457
omega_1900_3_0	omega_1900_3	7119bd3f87c1fd075f7d64a0b0883a90	0.926	0.686	0.24	1.25	0.862	0.387	1.156	0.77	0.386	906.413
omega_1713_27_0	omega_1713_27	6910b52776aa0e9bad55d4b310f8b405	0.925	0.644	0.281	1.344	0.88	0.464	1.123	0.706	0.416	827.447
omega_1937_48_0	omega_1937_48	da3ad3e11b227396e63aed982d8484e7	0.925	0.621	0.304	1.21	0.767	0.443	1.257	0.766	0.491	907.053
omega_1531_1_0	omega_1531_1	1e987d185ec4c9740b332bd729441dcb	0.925	0.685	0.241	1.164	0.815	0.35	1.246	0.811	0.436	960.059
omega_831_21_0	omega_831_21	175f9e298d9979bd71b15e563bee6db4	0.925	0.609	0.316	1.353	0.815	0.538	1.14	0.706	0.434	829.936
omega_1467_3_0	omega_1467_3	4890754a9a92a731b46767d1e643b167	0.924	0.633	0.292	1.238	0.81	0.428	1.221	0.743	0.478	875.605
omega_707_33_0	omega_707_33	8852851f594cca6945ab67e993f5c5e4	0.924	0.665	0.259	1.286	0.876	0.411	1.147	0.734	0.413	861.167
omega_1582_24_0	omega_1582_24	2b12feef22a654518e6322e583c92ea9	0.924	0.583	0.341	1.269	0.789	0.48	1.231	0.69	0.54	811.993
omega_743_36_0	omega_743_36	63d6476b1dcf21657ca0a7f9d3678152	0.924	0.551	0.373	1.269	0.817	0.452	1.31	0.628	0.681	734.507
omega_113_36_0	omega_113_36	df57930c3d89d44d1e812fc6fdb71873	0.923	0.653	0.271	1.389	0.89	0.499	1.082	0.71	0.372	831.353
omega_954_3_0	omega_954_3	8dc027937aa26d24639a8a3c10c8a8cb	0.923	0.623	0.301	1.234	0.782	0.453	1.226	0.754	0.473	890.727
omega_1725_8_0	omega_1725_8	5c18b1c2b794c3126b0c3fb6f4055727	0.923	0.552	0.37	1.456	0.822	0.634	1.098	0.627	0.471	733.116
omega_1071_22_0	omega_1071_22	a3d1f83a04b63e36a5d780390d13e1e3	0.922	0.64	0.283	1.32	0.832	0.488	1.136	0.735	0.401	864.723
omega_700_26_0	omega_700_26	2c685e2c81e0b666c98012b44e90d146	0.922	0.6	0.322	1.249	0.772	0.477	1.226	0.729	0.497	860.501
omega_1219_10_0	omega_1219_10	12685b38299e9fd315dca2d815695e55	0.922	0.59	0.332	1.259	0.852	0.407	1.3	0.658	0.642	769.063
omega_514_16_0	omega_514_16	1325076106d2fe6150e3ff528b81fa6c	0.922	0.577	0.344	1.43	0.862	0.567	1.103	0.636	0.467	742.135
omega_1197_42_0	omega_1197_42	85770b13db4fc85c261e8e001a378d7a	0.922	0.599	0.322	1.308	0.825	0.482	1.179	0.686	0.493	805.363
omega_1563_37_0	omega_1563_37	64d93fb7386d16c710ddba9e36ded166	0.921	0.578	0.343	1.099	0.716	0.383	1.517	0.751	0.766	891.133
omega_455_50_0	omega_455_50	9edd86b4efe7e65dc7dbd7dca79e1541	0.921	0.594	0.327	1.286	0.807	0.479	1.199	0.693	0.507	813.769
omega_1513_46_0	omega_1513_46	8bf6f333a9825ee810105c50a6bd6536	0.92	0.695	0.226	1.158	0.837	0.321	1.235	0.803	0.432	948.821
omega_446_10_0	omega_446_10	66fc793bfaf4995ae392e1f04ab564d6	0.92	0.657	0.264	1.169	0.789	0.38	1.259	0.797	0.463	943.795
omega_208_11_0	omega_208_11	95f7be035d86e995a41000b6145e141c	0.92	0.625	0.295	1.293	0.795	0.498	1.165	0.746	0.42	879.893
omega_1668_24_0	omega_1668_24	47458bfc8166486220abb08c4b85c70d	0.92	0.617	0.303	1.35	0.854	0.496	1.127	0.69	0.438	808.087
omega_755_29_0	omega_755_29	f8a5a39cd384ea8fd7e42f9486fe9d85	0.92	0.668	0.252	1.372	0.895	0.477	1.073	0.724	0.348	848.768
omega_858_3_0	omega_858_3	1b75dd1fae70887fb871149a21724744	0.92	0.667	0.253	1.277	0.855	0.421	1.139	0.751	0.388	883.419
omega_268_4_0	omega_268_4	8a673d1091e13a29ecc34be0bbb6e9db	0.92	0.556	0.363	1.245	0.803	0.442	1.314	0.644	0.67	754.511
omega_983_29_0	omega_983_29	8e279dde1ee1c5352679f9eae5a18d01	0.919	0.593	0.326	1.264	0.757	0.507	1.21	0.733	0.477	866.788
omega_1031_34_0	omega_1031_34	e15f9175b6dd64cf8b8ae2f67ac8a895	0.919	0.549	0.37	1.373	0.757	0.616	1.147	0.667	0.48	784.286
omega_2030_20_0	omega_2030_20	4e7f4b1cd78464a58c443b7d595195fe	0.919	0.587	0.332	1.523	0.829	0.694	1.056	0.668	0.389	782.357
omega_1664_5_0	omega_1664_5	0de4a80d839b7206e4323a62e79479e2	0.919	0.641	0.278	1.372	0.863	0.51	1.093	0.714	0.379	837.309
omega_450_7_0	omega_450_7	84b145dafe98102b01af336d7e8fcd78	0.919	0.571	0.348	1.514	0.928	0.586	1.059	0.597	0.462	693.356
omega_168_3_0	omega_168_3	55e9ee1fdc1ce54eed614d27bac67994	0.919	0.74	0.178	1.184	0.883	0.302	1.125	0.821	0.304	968.046
omega_2000_32_0	omega_2000_32	aff33a0b6b175f406eacd77e86d50fc1	0.919	0.55	0.368	1.207	0.732	0.475	1.31	0.689	0.621	813.472
omega_797_28_0	omega_797_28	69212945aa526e21807a8d59220322b1	0.918	0.596	0.323	1.252	0.809	0.443	1.235	0.693	0.542	814.414
omega_1670_44_0	omega_1670_44	f7bf959a28d8b4d79f73662edf6f85cd	0.918	0.662	0.256	1.204	0.807	0.397	1.205	0.787	0.419	930.037
omega_1622_22_0	omega_1622_22	a728eba0e4943bdead9a7bbe7678e370	0.918	0.574	0.344	1.313	0.784	0.529	1.178	0.682	0.496	801.534
omega_1777_3_0	omega_1777_3	b75f72981b67b2c10d4c1d0fff583de0	0.917	0.643	0.275	1.36	0.845	0.514	1.099	0.728	0.371	856.041
omega_1499_41_0	omega_1499_41	ca46047809c6613263cd1a7c52711d58	0.917	0.632	0.286	1.252	0.802	0.45	1.188	0.749	0.439	883.157
omega_345_27_0	omega_345_27	53f0e1d3d682f0c9de3986f3aee89710	0.917	0.633	0.284	1.227	0.785	0.442	1.208	0.766	0.442	905.831
omega_69_36_0	omega_69_36	39cab5f3771097e4551d153b428999d6	0.917	0.572	0.345	1.334	0.778	0.556	1.159	0.683	0.475	803.88
omega_462_14_0	omega_462_14	a9169df80cb93ef26610c469a80b8f40	0.916	0.601	0.315	1.206	0.764	0.441	1.262	0.738	0.524	872.315
omega_1199_37_0	omega_1199_37	00e6cb157805c8ccfc3558f2e4a7d6ee	0.916	0.558	0.358	1.383	0.808	0.574	1.131	0.643	0.488	752.497
omega_1764_22_0	omega_1764_22	fbab917751f07846f5e966dbc2861034	0.916	0.568	0.348	1.284	0.77	0.514	1.203	0.684	0.519	805.012
omega_1813_24_0	omega_1813_24	50621bb55d6badbd46326096af4346fb	0.916	0.673	0.243	1.295	0.88	0.416	1.111	0.741	0.37	869.583
omega_1372_4_0	omega_1372_4	ba2bf93da7dd649e26cbd2e8d4f2323b	0.916	0.648	0.268	1.33	0.863	0.468	1.108	0.722	0.386	847.652
omega_1330_39_0	omega_1330_39	357a0d9140e444199d9c716401d10657	0.916	0.594	0.321	1.263	0.776	0.487	1.203	0.717	0.486	845.442
omega_1423_9_0	omega_1423_9	f0941438b035fd50d9d928e93f0133bf	0.916	0.579	0.336	1.443	0.827	0.616	1.085	0.66	0.425	772.351
omega_424_12_0	omega_424_12	d91c4baed1783eed88491a7bffac15ab	0.916	0.573	0.343	1.283	0.728	0.555	1.201	0.729	0.472	863.06
omega_1609_2_0	omega_1609_2	f0e4d9cea2bb85dcbe129899315c7fab	0.916	0.596	0.32	1.465	0.807	0.658	1.078	0.695	0.384	816.25
omega_224_13_0	omega_224_13	083f7a29dd11a5061bfc00362844b1ec	0.915	0.618	0.297	1.362	0.815	0.546	1.113	0.719	0.394	846.069
omega_307_39_0	omega_307_39	998aebea50d6cbc804565a1bb50a53ba	0.915	0.595	0.321	1.182	0.679	0.503	1.297	0.828	0.469	992.02
omega_422_18_0	omega_422_18	10bcadc257646944834a6a41438337d6	0.915	0.638	0.277	1.154	0.764	0.39	1.283	0.795	0.487	944.123
omega_1247_36_0	omega_1247_36	aebf1f5823931de3bdc8969b9204030a	0.915	0.664	0.251	1.17	0.804	0.366	1.236	0.792	0.445	936.932
omega_1604_3_0	omega_1604_3	1fc08814db3476fe601bac39b9cc5add	0.915	0.542	0.373	1.373	0.8	0.574	1.143	0.627	0.516	733.708
omega_1000_34_0	omega_1000_34	6c4b51e5ef61393668d95fe75d8d821b	0.915	0.618	0.297	1.348	0.815	0.533	1.12	0.719	0.401	845.952
omega_236_9_0	omega_236_9	15d69f53467b52b495e0bfc7bc76889c	0.915	0.547	0.368	1.427	0.772	0.655	1.108	0.652	0.456	765.879
omega_1326_13_0	omega_1326_13	2dc8f4453dbb63a0b15b654b3a9fe4c9	0.915	0.56	0.354	1.281	0.732	0.549	1.205	0.705	0.499	833.559
omega_1115_31_0	omega_1115_31	f10bd2b812d10546a39034b5e31f1a3d	0.915	0.545	0.369	1.275	0.743	0.533	1.218	0.672	0.546	791.818
omega_2104_36_0	omega_2104_36	29852bceec05cb476493046a46fc8622	0.914	0.576	0.338	1.429	0.837	0.592	1.089	0.649	0.44	759.206
omega_1929_1_0	omega_1929_1	ddf5198cdcdcd849b8d44a9fe7ef1573	0.913	0.545	0.369	1.323	0.739	0.584	1.175	0.675	0.5	795.385
omega_699_33_0	omega_699_33	2adb0b7c0723a731c4f0c13b278606ad	0.913	0.58	0.333	1.364	0.786	0.579	1.129	0.689	0.44	810.855
omega_1739_42_0	omega_1739_42	9151a09768da24f88f4cbf4011b4b09c	0.913	0.563	0.35	1.307	0.762	0.545	1.179	0.683	0.495	804.509
omega_1687_3_0	omega_1687_3	30e203b2701d53a15de5f99af711a8b4	0.913	0.624	0.29	1.191	0.771	0.42	1.248	0.765	0.483	905.807
omega_927_3_0	omega_927_3	8917227b6ddc4da4eb1a2408d580d2df	0.913	0.615	0.299	1.424	0.836	0.589	1.076	0.699	0.377	820.68
omega_523_5_0	omega_523_5	d4fdde1e3328580d9f09f64934f46866	0.913	0.672	0.242	1.486	0.959	0.528	1.0	0.692	0.308	806.515
omega_1838_28_0	omega_1838_28	55e168ceb1d1f6f8106e1ac0fb231f74	0.913	0.571	0.342	1.399	0.79	0.609	1.111	0.673	0.439	789.822
omega_1702_3_0	omega_1702_3	7fb74fe879e96ee45ce17b982f32c4e4	0.913	0.615	0.298	1.309	0.811	0.499	1.143	0.718	0.425	845.405
omega_674_27_0	omega_674_27	6740032be40056f650d5acf5bb5532f3	0.913	0.628	0.285	1.37	0.83	0.54	1.097	0.721	0.376	847.15
omega_1936_15_0	omega_1936_15	05748be8c4f737f20486b11423bc0d7c	0.913	0.607	0.306	1.258	0.759	0.499	1.193	0.752	0.442	889.662
omega_1537_49_0	omega_1537_49	7af7d75fa275274848ddb9ef5f15a026	0.913	0.646	0.267	1.161	0.788	0.374	1.264	0.782	0.482	926.235
omega_2085_12_0	omega_2085_12	66facd03af29a8c59b8f69d8faf602e5	0.913	0.571	0.342	1.434	0.836	0.598	1.087	0.643	0.444	751.188
omega_2050_35_0	omega_2050_35	9b753d2cd4c25e38eac44281fd6d6d39	0.912	0.528	0.384	1.363	0.724	0.639	1.152	0.661	0.491	778.946
omega_356_12_0	omega_356_12	367b255b85fa080b41f82a4f7018bb5a	0.912	0.596	0.316	1.224	0.767	0.456	1.235	0.728	0.507	859.006
omega_1460_26_0	omega_1460_26	48d49dcbb6c9ae7c4dca2e40bc6daac7	0.912	0.554	0.358	1.4	0.77	0.629	1.117	0.664	0.453	780.169
omega_1048_49_0	omega_1048_49	972a425f240ecdc942071937f1ec19d4	0.912	0.657	0.255	1.165	0.802	0.363	1.245	0.785	0.46	928.315
omega_1471_2_0	omega_1471_2	73fd3d4263fa901debcbc20d0a907270	0.912	0.602	0.309	1.381	0.85	0.531	1.099	0.674	0.426	788.697
omega_1948_14_0	omega_1948_14	ef766a351d38a02ceb19b7e7502b9f8a	0.911	0.573	0.339	1.471	0.823	0.648	1.068	0.653	0.415	764.924
omega_146_30_0	omega_146_30	6e6e00419709c8f96fb3b357113491e2	0.911	0.594	0.318	1.212	0.759	0.452	1.248	0.731	0.517	863.822
omega_724_14_0	omega_724_14	a1ea5d231778f4e15bb4f263115d11a8	0.911	0.631	0.28	1.355	0.862	0.493	1.095	0.702	0.393	822.341
omega_1932_48_0	omega_1932_48	e1759ab86d9e2e659d9966f07928db7b	0.911	0.576	0.335	1.34	0.741	0.599	1.152	0.721	0.432	851.894
omega_2089_3_0	omega_2089_3	d8804af4150ac96809bf6ae21dfd6fac	0.911	0.606	0.305	1.381	0.839	0.543	1.096	0.686	0.41	803.794
omega_408_43_0	omega_408_43	8ae70d619ffd4b0f213f3653642e0086	0.91	0.542	0.368	1.346	0.703	0.643	1.166	0.703	0.463	832.441
omega_2112_49_0	omega_2112_49	979a13f76d4a5f543eddd6dba65ba38b	0.91	0.589	0.321	1.217	0.745	0.472	1.239	0.738	0.502	873.286
omega_78_46_0	omega_78_46	4a5bdc91819ddde9995051d25725c20e	0.91	0.571	0.339	1.219	0.703	0.516	1.25	0.753	0.497	895.746
omega_679_22_0	omega_679_22	f6e28d71eb0d12823baadf8eeb08c13a	0.91	0.56	0.35	1.521	0.914	0.607	1.043	0.591	0.452	686.571
omega_603_5_0	omega_603_5	b5c53b50baa1f52e563fef15672343b4	0.91	0.545	0.364	1.212	0.777	0.435	1.338	0.646	0.692	758.382
omega_1837_4_0	omega_1837_4	baba19c9c149a3b04e357a6f72c1e61f	0.91	0.57	0.34	1.348	0.786	0.562	1.137	0.675	0.462	792.974
omega_1819_21_0	omega_1819_21	207cfef2b840fe608d29018a567bf847	0.91	0.569	0.34	1.269	0.755	0.514	1.2	0.698	0.502	823.243
omega_1161_36_0	omega_1161_36	13dbe02f73dcfd7b23974f85350dc26d	0.909	0.691	0.218	1.131	0.849	0.281	1.28	0.788	0.492	929.614
omega_1649_18_0	omega_1649_18	d68dba371699fe04d2a3cf1478f286a5	0.909	0.591	0.318	1.333	0.79	0.544	1.136	0.701	0.434	825.456
omega_1447_50_0	omega_1447_50	3cf8c1077659614f78b05d750759f24d	0.908	0.55	0.357	1.301	0.71	0.591	1.185	0.71	0.475	840.484
omega_44_2_0	omega_44_2	5dd999adb2a403bdfaa5baa232d24c0b	0.907	0.549	0.358	1.345	0.732	0.613	1.15	0.687	0.463	811.311
omega_695_37_0	omega_695_37	540e1a7d4d3fe97089f9b0d177e0e16c	0.907	0.598	0.309	1.355	0.824	0.531	1.111	0.686	0.425	805.015
omega_565_39_0	omega_565_39	279b0912d876d6f4cfec095fb71f7fa4	0.907	0.665	0.242	1.133	0.792	0.341	1.259	0.806	0.453	955.465
omega_1785_6_0	omega_1785_6	c995adf7e45af32b06fe1690d67a135a	0.907	0.658	0.249	1.169	0.782	0.387	1.217	0.805	0.412	955.041
omega_1339_18_0	omega_1339_18	d0ed43cb04550820bc84abca0d2a5c88	0.907	0.708	0.199	1.379	0.929	0.45	1.011	0.748	0.262	876.719
omega_419_50_0	omega_419_50	cf80cc82b709619bf8ccac50f750d404	0.906	0.548	0.359	1.287	0.747	0.54	1.189	0.673	0.516	792.442
omega_758_21_0	omega_758_21	374cbd25de48d13eac413ff61ef17af5	0.906	0.584	0.322	1.109	0.733	0.377	1.433	0.743	0.69	879.959
omega_1038_42_0	omega_1038_42	da56e7ba0e9c08d9062545c0aa831313	0.906	0.598	0.307	1.372	0.842	0.529	1.097	0.674	0.423	788.882
omega_530_16_0	omega_530_16	4e43416e540b340b7de245dcc77d1d1f	0.906	0.636	0.269	1.405	0.908	0.498	1.05	0.68	0.37	794.475
omega_1379_21_0	omega_1379_21	6ae6d9fb55e7d6b8cd9fa2fbbbc410a3	0.905	0.581	0.324	1.305	0.804	0.501	1.156	0.677	0.48	794.441
omega_536_4_0	omega_536_4	0464a2be69eccb28c4414a4bf683ffbb	0.905	0.56	0.345	1.163	0.752	0.411	1.37	0.687	0.683	809.136
omega_624_50_0	omega_624_50	7ae85953e458637afedd44ef5d5b891f	0.905	0.527	0.378	1.285	0.697	0.588	1.198	0.683	0.515	807.252
omega_593_11_0	omega_593_11	5e24b48f2b69fc4edba88fa7852232f0	0.905	0.605	0.3	1.2	0.774	0.426	1.238	0.734	0.504	866.939
omega_2113_12_0	omega_2113_12	804703e9005d2a4b06b2384a032332f7	0.905	0.653	0.252	1.365	0.836	0.529	1.073	0.749	0.324	881.891
omega_640_9_0	omega_640_9	091018a145431934dfa9fe936d753040	0.905	0.613	0.292	1.338	0.818	0.52	1.109	0.71	0.399	834.121
omega_935_30_0	omega_935_30	efe074ba44d6dadabb59b535e315a34a	0.905	0.589	0.316	1.296	0.815	0.481	1.159	0.679	0.48	797.073
omega_1814_33_0	omega_1814_33	cc5d67d9d8f9f4a5a1f13651a8376e0b	0.905	0.713	0.192	1.183	0.839	0.344	1.128	0.826	0.302	977.157
omega_48_33_0	omega_48_33	a26b7dbe0e89bd41c38452fe876ecdc9	0.904	0.647	0.257	1.302	0.85	0.451	1.105	0.73	0.374	858.09
omega_510_32_0	omega_510_32	925d117cbbc746b6e1334117364c9ace	0.904	0.689	0.216	1.214	0.864	0.35	1.132	0.773	0.36	909.476
omega_132_47_0	omega_132_47	9d1c9072ee0b46ac275e2cfde28b1fa3	0.904	0.623	0.281	1.121	0.741	0.38	1.316	0.796	0.52	946.979
omega_892_9_0	omega_892_9	ff04e13d18de0d730e0bcf510420e5c2	0.904	0.626	0.279	1.358	0.868	0.49	1.084	0.691	0.393	809.259
omega_240_7_0	omega_240_7	1a05f4d1faddd4b7d1f224cdef08584c	0.904	0.673	0.231	1.206	0.836	0.37	1.156	0.776	0.38	914.665
omega_150_48_0	omega_150_48	93c89352dfb6906bd49bf222d0154870	0.904	0.618	0.286	1.176	0.779	0.397	1.255	0.749	0.506	885.215
omega_1552_44_0	omega_1552_44	1da9a22948dd6bd34b1db7b61ffa21b1	0.904	0.622	0.282	1.135	0.806	0.329	1.394	0.732	0.662	862.047
omega_2059_49_0	omega_2059_49	4120d3577727b8abbe248d205c282c4b	0.904	0.644	0.26	1.208	0.798	0.41	1.184	0.769	0.415	908.735
omega_1469_9_0	omega_1469_9	ae1b8a2e96197a3985a7ad7c6576e885	0.903	0.633	0.27	1.247	0.836	0.411	1.163	0.723	0.441	849.25
omega_2047_29_0	omega_2047_29	637e73d14a46a954bd20c1626e1c14f9	0.903	0.536	0.367	1.344	0.783	0.56	1.145	0.629	0.516	737.128
omega_739_6_0	omega_739_6	b2f9c58c3b68dc82e6243c51dfcb1c75	0.903	0.606	0.297	1.277	0.808	0.468	1.156	0.708	0.448	832.284
omega_1774_44_0	omega_1774_44	f7ebf5d98ceba3d95255b468da3189fc	0.903	0.582	0.321	1.048	0.686	0.362	1.53	0.793	0.738	946.987
omega_973_3_0	omega_973_3	49938f8762b1c20c7d56cf23f0000ca7	0.903	0.647	0.256	1.274	0.836	0.438	1.122	0.741	0.381	871.748
omega_836_7_0	omega_836_7	ac1d97406ecb6fb24162644e4616aeb7	0.902	0.629	0.274	1.353	0.869	0.483	1.081	0.694	0.387	813.005
omega_1367_16_0	omega_1367_16	6b5911202eec612dcab746b1618b28ae	0.902	0.536	0.366	1.217	0.689	0.528	1.251	0.707	0.545	837.951
omega_1210_4_0	omega_1210_4	55a77b26c89b39d59078368404f33f64	0.902	0.59	0.313	1.238	0.758	0.48	1.199	0.726	0.472	858.236
omega_1783_36_0	omega_1783_36	aa119d5b0b5a6526cea5070cb55668aa	0.902	0.647	0.255	1.271	0.865	0.406	1.126	0.72	0.406	844.768
omega_2001_43_0	omega_2001_43	33bdac9de3acb9ec080da77053f08b53	0.902	0.605	0.296	1.517	0.838	0.68	1.03	0.685	0.345	803.538
omega_475_15_0	omega_475_15	ef91ab6255c67943ec99de785a501228	0.901	0.621	0.281	1.293	0.778	0.514	1.136	0.754	0.382	891.138
omega_770_1_0	omega_770_1	594b6ab8d457fe4065170ffc7a6128ad	0.901	0.588	0.314	1.231	0.78	0.45	1.212	0.704	0.508	829.49
