Molecule	OriginalName	Hash	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
omega_1142_6_0	omega_1142_6	ba492bb3c11ccb0edccd1e8093a25969	0.95	0.675	0.275	1.409	0.86	0.549	1.114	0.758	0.356	965.299
omega_490_15_0	omega_490_15	9f37e38dcd47569d6fe09877ada1d272	0.95	0.602	0.348	1.422	0.803	0.618	1.148	0.706	0.443	898.593
omega_460_10_0	omega_460_10	00c000391e9b73388fb033ea576ba417	0.949	0.563	0.386	1.512	0.859	0.653	1.106	0.621	0.485	783.556
omega_1364_50_0	omega_1364_50	ec94a0042991a77fac55664459ad7a78	0.949	0.61	0.34	1.318	0.795	0.523	1.215	0.723	0.492	922.631
omega_3026_30_0	omega_3026_30	09781d93f25d9f114da01f7ae1eaab49	0.949	0.665	0.284	1.421	0.862	0.559	1.111	0.744	0.366	946.681
omega_170_1_0	omega_170_1	1f9d06d9c99e9c46d3289b376420cdc8	0.949	0.597	0.352	1.508	0.87	0.638	1.095	0.655	0.44	828.617
omega_1906_12_0	omega_1906_12	3286c581c1e0b15b1b3828df842599a6	0.949	0.707	0.242	1.297	0.879	0.417	1.149	0.783	0.366	997.067
omega_428_6_0	omega_428_6	6ef42cd78b6c8c01bc363241f7847bc9	0.949	0.659	0.29	1.343	0.805	0.538	1.17	0.784	0.386	1003.25
omega_648_31_0	omega_648_31	892389f3a2631d09f8a9dbb8256e901e	0.949	0.711	0.238	1.246	0.842	0.404	1.186	0.82	0.366	1050.103
omega_1145_34_0	omega_1145_34	9b2db2099bd8580f8df81587533061c5	0.949	0.576	0.372	1.648	0.804	0.844	1.07	0.671	0.4	851.797
omega_2146_43_0	omega_2146_43	bcb6d2e24fab3385c2fd1c27d15dfcc7	0.948	0.672	0.276	1.442	0.855	0.587	1.101	0.759	0.343	966.386
omega_2433_21_0	omega_2433_21	b3f54d945666bd4d1186987cae608b00	0.948	0.673	0.275	1.382	0.864	0.518	1.123	0.754	0.369	959.177
omega_1622_12_0	omega_1622_12	fc9f392d7e93624ea6ca9bb2c9ff81ff	0.948	0.665	0.283	1.476	0.878	0.598	1.082	0.732	0.35	930.073
omega_30_27_0	omega_30_27	7d045c11d9817f4b7465dc033ea896fc	0.948	0.66	0.288	1.551	0.897	0.654	1.054	0.714	0.34	905.157
omega_363_14_0	omega_363_14	b175bb94e7085a3a49f9b3a6bc8c6740	0.948	0.653	0.295	1.235	0.79	0.446	1.256	0.79	0.466	1013.088
omega_422_45_0	omega_422_45	e584b87f6568a798dc064518ea76a223	0.948	0.692	0.256	1.471	0.918	0.553	1.06	0.738	0.322	935.282
omega_212_35_0	omega_212_35	62db8ba587d68f2874a99ebe77336123	0.947	0.617	0.33	1.389	0.795	0.594	1.16	0.734	0.426	937.098
omega_179_9_0	omega_179_9	c2ccbd9534816bcecce1dfe06f211dd2	0.947	0.577	0.37	1.434	0.748	0.686	1.162	0.717	0.446	916.665
omega_1401_40_0	omega_1401_40	da4e382e8d017b0239b9c0fe4120fa01	0.947	0.653	0.295	1.572	0.921	0.651	1.042	0.691	0.35	874.307
omega_2037_2_0	omega_2037_2	85350ebc5ab20e49180728e17eea4b0b	0.947	0.684	0.264	1.369	0.849	0.52	1.126	0.778	0.348	992.773
omega_424_6_0	omega_424_6	f911f6dd2f0d740dbdcf9fe82a918b1f	0.947	0.682	0.265	1.27	0.816	0.454	1.195	0.805	0.389	1031.643
omega_3328_5_0	omega_3328_5	56159f4b3bf7da4cdd0e6832c94040e5	0.947	0.675	0.272	1.362	0.888	0.474	1.127	0.737	0.39	936.144
omega_2949_5_0	omega_2949_5	92441d335c549d50a235b2123f8a8341	0.946	0.686	0.26	1.309	0.841	0.469	1.157	0.788	0.369	1006.548
omega_1561_7_0	omega_1561_7	249cf4958b23e5bc76ccbd64043864d2	0.946	0.609	0.337	1.294	0.786	0.508	1.23	0.731	0.5	932.99
omega_749_4_0	omega_749_4	57fb867f5578907cad87467577225330	0.946	0.667	0.279	1.399	0.858	0.541	1.115	0.749	0.365	953.688
omega_1167_8_0	omega_1167_8	2c685e2c81e0b666c98012b44e90d146	0.945	0.673	0.272	1.329	0.861	0.468	1.15	0.755	0.395	961.614
omega_2456_42_0	omega_2456_42	6332a3a065170148f82ce9be5744e7f8	0.945	0.62	0.326	1.517	0.85	0.667	1.085	0.696	0.389	883.095
omega_1479_48_0	omega_1479_48	ff78f97bd92bd2efcdd2de12423e02ce	0.945	0.679	0.266	1.234	0.816	0.419	1.225	0.802	0.422	1027.244
omega_2777_4_0	omega_2777_4	bdc5c90813941206760ecbf38288b393	0.945	0.629	0.316	1.506	0.874	0.632	1.079	0.692	0.388	876.456
omega_2241_11_0	omega_2241_11	b495bf9aa15455eb8932602bd9fcf6f9	0.945	0.553	0.392	1.255	0.646	0.608	1.317	0.793	0.524	1028.808
omega_3225_3_0	omega_3225_3	f6c22ae4e305b78496b9c0615ea1dc88	0.945	0.698	0.247	1.297	0.842	0.455	1.154	0.803	0.351	1026.329
omega_146_6_0	omega_146_6	a906ebf999479536b31cc5b514805ad4	0.945	0.649	0.296	1.316	0.797	0.519	1.185	0.777	0.408	994.875
omega_2675_18_0	omega_2675_18	918bd05be73a69ab23af0d3ccfa889e9	0.944	0.747	0.197	1.211	0.886	0.325	1.16	0.826	0.333	1055.445
omega_1211_49_0	omega_1211_49	c39c757fa6fede9a643fabc2461c934e	0.944	0.667	0.277	1.226	0.8	0.426	1.243	0.8	0.443	1025.57
omega_2757_18_0	omega_2757_18	9d23c0298553621cca80557c9be31ef7	0.944	0.608	0.335	1.396	0.824	0.572	1.147	0.699	0.448	888.943
omega_1734_10_0	omega_1734_10	3edb738d58f9d4ff2ca8df607ba54d2e	0.944	0.661	0.283	1.391	0.868	0.523	1.116	0.735	0.381	934.069
omega_501_1_0	omega_501_1	b3f272ded86c361c0bbcd20c9079c682	0.944	0.619	0.325	1.793	1.031	0.762	0.969	0.608	0.361	761.538
omega_2587_29_0	omega_2587_29	5495768c1b779cd0832f51befc2b9efc	0.943	0.626	0.318	1.467	0.898	0.569	1.092	0.673	0.419	851.463
omega_2994_1_0	omega_2994_1	f57029fada92c92a1a0b3b1d5078fb4d	0.943	0.554	0.389	1.444	0.789	0.655	1.14	0.65	0.49	825.495
omega_726_13_0	omega_726_13	c242df3851c26029e724d498e0b855f9	0.942	0.58	0.363	1.509	0.786	0.723	1.11	0.688	0.421	876.034
omega_3229_4_0	omega_3229_4	018374db275a822b70e2e1fe82c5768b	0.942	0.678	0.265	1.392	0.876	0.516	1.102	0.75	0.352	953.393
omega_3362_23_0	omega_3362_23	ac7fce99d409cce5c2e7be98c9c8066c	0.942	0.602	0.34	1.453	0.823	0.63	1.116	0.692	0.425	879.133
omega_413_50_0	omega_413_50	46ef9c5832183209bc78c0234ebef84d	0.942	0.674	0.268	1.547	0.961	0.585	1.024	0.693	0.331	874.23
omega_1156_6_0	omega_1156_6	f101bbcdb4c1212b6bef510a0f5e2ee2	0.942	0.627	0.315	1.307	0.787	0.52	1.199	0.755	0.444	965.838
omega_820_21_0	omega_820_21	61dcef28547c93ff4756ededf40f7142	0.942	0.672	0.269	1.287	0.83	0.458	1.176	0.78	0.395	996.726
omega_1996_41_0	omega_1996_41	50e19aaf374e624078af71f04ab3470f	0.941	0.66	0.281	1.274	0.828	0.446	1.197	0.765	0.431	976.678
omega_1231_1_0	omega_1231_1	f2681437c7511bee123f997b8ab91649	0.941	0.692	0.249	1.353	0.886	0.467	1.108	0.76	0.348	966.664
omega_2178_12_0	omega_2178_12	bcfe116e7bb55379aaad3442962b14d6	0.941	0.65	0.291	1.297	0.816	0.481	1.186	0.761	0.425	972.354
omega_1328_9_0	omega_1328_9	b002a1059d42165fcd782188041b687c	0.941	0.716	0.225	1.147	0.782	0.365	1.265	0.895	0.37	1156.631
omega_1047_6_0	omega_1047_6	3b01bf0033ecf63e02995eb185620220	0.941	0.683	0.257	1.274	0.816	0.457	1.178	0.807	0.37	1034.461
omega_1256_29_0	omega_1256_29	eda6daaa8f914af830f822a840a94392	0.94	0.703	0.237	1.318	0.882	0.436	1.119	0.776	0.343	988.034
omega_2864_26_0	omega_2864_26	38f5fc346b9469afcfaf034f28048c54	0.94	0.643	0.298	1.483	0.892	0.591	1.072	0.697	0.375	882.794
omega_2563_16_0	omega_2563_16	12e7bd551fd64b3c387b44c666b38619	0.94	0.658	0.282	1.384	0.853	0.531	1.118	0.742	0.377	944.031
omega_3195_49_0	omega_3195_49	71c226b99cc0e553e1c41ea235b5fea8	0.94	0.651	0.289	1.59	0.949	0.641	1.02	0.675	0.345	851.383
omega_119_39_0	omega_119_39	73826a2ba264541cf1251aebba699e45	0.94	0.666	0.274	1.455	0.871	0.584	1.079	0.738	0.34	938.485
omega_699_3_0	omega_699_3	9c687668eaa6841a79c3751c076fc83c	0.94	0.608	0.331	1.337	0.778	0.559	1.185	0.736	0.448	941.034
omega_2740_15_0	omega_2740_15	25c2553cd09e1beb139ec7c98c7f8563	0.939	0.654	0.286	1.472	0.857	0.615	1.082	0.733	0.348	932.637
omega_1102_8_0	omega_1102_8	75da6501acfca526c33b1257af7bd5f2	0.939	0.674	0.265	1.402	0.898	0.504	1.089	0.731	0.358	926.97
omega_1897_25_0	omega_1897_25	1dc5236b8556a514007ce2e84f1d8747	0.939	0.643	0.296	1.38	0.843	0.537	1.128	0.731	0.398	929.58
omega_1242_33_0	omega_1242_33	e7088d213e1e21e7caf7953f43f4de78	0.939	0.62	0.319	1.233	0.726	0.507	1.272	0.81	0.463	1044.648
omega_2782_24_0	omega_2782_24	01739e50a77168edd24c04a3a63ca8aa	0.939	0.648	0.291	1.602	0.901	0.701	1.03	0.697	0.332	882.903
omega_2458_6_0	omega_2458_6	c0f1bd9e4752690517a93476c9534d72	0.939	0.642	0.297	1.316	0.834	0.482	1.172	0.736	0.435	937.831
omega_2074_7_0	omega_2074_7	a2f3530b994c550cca973dc1d858d2e9	0.939	0.674	0.265	1.344	0.832	0.512	1.134	0.779	0.355	995.51
omega_2318_42_0	omega_2318_42	02cc74a5e2baae3874d0f801ce63f0da	0.939	0.636	0.302	1.314	0.82	0.494	1.177	0.74	0.438	943.148
omega_2937_5_0	omega_2937_5	d60ee065f129f485b71a2b09634a194d	0.938	0.69	0.248	1.274	0.827	0.447	1.164	0.807	0.357	1033.383
omega_616_34_0	omega_616_34	1a5cb01b9a17df4a04fdc2fec9fe878f	0.938	0.688	0.249	1.334	0.898	0.436	1.114	0.747	0.368	948.554
omega_3296_25_0	omega_3296_25	b23839ac1f46a56c6764af3aaa00ae9c	0.937	0.66	0.277	1.381	0.828	0.553	1.122	0.765	0.357	976.784
omega_2714_4_0	omega_2714_4	6ac10cc9c0c6c242df500665c8c01ff6	0.937	0.635	0.303	1.701	0.979	0.722	0.986	0.644	0.342	809.861
omega_2415_2_0	omega_2415_2	97e0ca145887fdc1c042f9cc4f8512c2	0.937	0.709	0.228	1.231	0.837	0.394	1.174	0.823	0.351	1054.091
omega_205_1_0	omega_205_1	5d98da55532fa2aa9405b234942d5df0	0.937	0.609	0.329	1.358	0.809	0.548	1.161	0.71	0.451	904.495
omega_3214_1_0	omega_3214_1	d9bb1bdb4449fde8dd29e02493acff8d	0.937	0.659	0.278	1.463	0.927	0.536	1.061	0.695	0.366	879.102
omega_2655_33_0	omega_2655_33	104da3352122500c4a619d52cfb8f95f	0.937	0.699	0.238	1.388	0.883	0.506	1.081	0.771	0.31	981.26
omega_362_5_0	omega_362_5	37b5811ea512638992175c98d668de24	0.937	0.606	0.33	1.671	0.898	0.772	1.017	0.651	0.366	821.951
omega_446_43_0	omega_446_43	ed9ad29d87cbc4878f05dc5aee63d17e	0.937	0.674	0.263	1.31	0.856	0.455	1.144	0.76	0.384	968.611
omega_2849_7_0	omega_2849_7	bf9c406d7ee2fe2872346a872e423ff3	0.937	0.643	0.293	1.248	0.786	0.462	1.225	0.78	0.445	998.982
omega_1879_31_0	omega_1879_31	8f10650b009f79b8177f255d7470d9ba	0.936	0.724	0.212	1.293	0.889	0.404	1.105	0.796	0.309	1014.569
omega_1671_1_0	omega_1671_1	2d1af51ee5471d82fc2f091e690332c7	0.936	0.672	0.264	1.384	0.833	0.552	1.113	0.776	0.336	991.369
omega_1562_1_0	omega_1562_1	9929bb0924450c4251bd52d9f7471ae5	0.936	0.691	0.245	1.44	0.907	0.533	1.055	0.744	0.311	943.807
omega_1279_35_0	omega_1279_35	1a78e599f91e8886b177940b8367d866	0.935	0.659	0.276	1.422	0.877	0.545	1.085	0.726	0.359	921.837
omega_690_45_0	omega_690_45	9282448d6094f1b6946eae359637f4d8	0.935	0.633	0.302	1.382	0.794	0.588	1.141	0.757	0.384	968.001
omega_895_21_0	omega_895_21	26854bde80425215f92915e6c38fc823	0.935	0.667	0.268	1.533	0.935	0.598	1.026	0.7	0.327	884.681
omega_3429_20_0	omega_3429_20	9a1b9eb11cafa9f77ab600631eee8cac	0.935	0.693	0.242	1.195	0.811	0.384	1.221	0.826	0.395	1060.383
omega_2926_30_0	omega_2926_30	17b58b2cc1f57a93d0d0221d3bbd45ea	0.934	0.677	0.257	1.343	0.896	0.447	1.112	0.735	0.377	933.431
omega_919_24_0	omega_919_24	42feea6802ba6d55a190252b9ff45bd3	0.934	0.617	0.317	1.497	0.904	0.593	1.066	0.66	0.406	833.255
omega_2405_3_0	omega_2405_3	0fb2b24fd6c221c4ec2ba452bb61a8c7	0.933	0.647	0.287	1.624	0.988	0.637	0.995	0.652	0.343	820.446
omega_2529_3_0	omega_2529_3	b24567c520655d20bf71ee381d97726c	0.933	0.557	0.376	1.734	0.998	0.736	0.993	0.557	0.435	697.532
omega_2261_17_0	omega_2261_17	a9767c2e149143ff6ba89b26db24c3b9	0.933	0.666	0.267	1.391	0.872	0.519	1.092	0.737	0.355	937.338
omega_154_29_0	omega_154_29	d94629ba9f8cdbeba15ab5305f3fe6ee	0.932	0.714	0.218	1.43	0.959	0.471	1.025	0.737	0.289	932.375
omega_1946_20_0	omega_1946_20	76b961b454e6ca4d5af7d6481424190b	0.932	0.667	0.265	1.273	0.826	0.447	1.17	0.776	0.394	991.502
omega_3413_13_0	omega_3413_13	e6cc33bf12fc00b857af3a12ae54255b	0.932	0.698	0.234	1.253	0.87	0.383	1.154	0.779	0.375	993.134
omega_2006_29_0	omega_2006_29	3b4863a8c2d02a7a11ae763f1a4eb18b	0.931	0.685	0.247	1.338	0.845	0.493	1.113	0.783	0.33	999.608
omega_2001_47_0	omega_2001_47	ca1510a32b1f94bd63db6cde6bb89640	0.931	0.65	0.281	1.496	0.9	0.596	1.048	0.7	0.348	886.598
omega_3475_42_0	omega_3475_42	255567dd52eb1c9fffaa87627e6d9aaa	0.931	0.733	0.197	1.153	0.845	0.308	1.202	0.847	0.355	1086.226
omega_543_19_0	omega_543_19	adc7c45c6eba9f2086cb79fca1296446	0.931	0.656	0.274	1.397	0.848	0.548	1.098	0.743	0.355	946.533
omega_1115_2_0	omega_1115_2	0de08cf11ae4736236f00bc697f77028	0.931	0.683	0.248	1.421	0.908	0.513	1.058	0.733	0.324	929.872
omega_1573_33_0	omega_1573_33	de17f7d3fe61148e9c6df92daec9a177	0.931	0.676	0.254	1.427	0.922	0.505	1.056	0.718	0.338	908.943
omega_2445_9_0	omega_2445_9	aa6fd11b0e1c14eaf8141a8135011014	0.931	0.629	0.301	1.451	0.886	0.565	1.077	0.685	0.392	866.615
omega_3341_46_0	omega_3341_46	2137869ef83b8718623b7eb43da4449a	0.93	0.706	0.224	1.209	0.822	0.387	1.181	0.833	0.348	1068.402
omega_3017_6_0	omega_3017_6	48420e3bafcf1a279a142c5b8391320b	0.93	0.615	0.315	1.468	0.911	0.556	1.075	0.654	0.421	824.883
omega_337_39_0	omega_337_39	f27fff07092ecfd764e4e3b97aa38ea5	0.93	0.61	0.32	1.521	0.816	0.705	1.076	0.707	0.369	900.088
omega_1676_12_0	omega_1676_12	c789eaee97060dfd6f64b9b20a57e436	0.93	0.633	0.297	1.328	0.825	0.503	1.15	0.731	0.419	931.162
omega_300_4_0	omega_300_4	b98f6ed4ab87807a8bdc166efb3b2896	0.929	0.619	0.31	1.295	0.792	0.502	1.187	0.739	0.448	944.423
omega_1574_7_0	omega_1574_7	9cdb6135176ec715f225d48026a7d26d	0.929	0.563	0.366	1.575	0.809	0.765	1.061	0.649	0.412	823.379
omega_132_1_0	omega_132_1	f8181a9cdd61bf6ed013842d6fe16821	0.929	0.538	0.391	1.845	0.971	0.873	0.961	0.547	0.414	684.127
omega_206_30_0	omega_206_30	632f0105d3aa27f9ebe22e398238310c	0.928	0.659	0.269	1.25	0.824	0.426	1.19	0.767	0.423	979.884
omega_185_3_0	omega_185_3	6da204bd4d0aa96702a7f4d3bb243018	0.928	0.569	0.359	1.925	1.016	0.909	0.936	0.564	0.372	705.322
omega_3291_5_0	omega_3291_5	1e5bfe95e76659f3538f194aba12ffae	0.927	0.66	0.267	1.291	0.786	0.505	1.166	0.804	0.362	1032.213
omega_872_37_0	omega_872_37	dc899df1c9f9d958f005ea17e84f6073	0.927	0.611	0.316	1.593	0.906	0.687	1.021	0.652	0.369	822.781
omega_1218_6_0	omega_1218_6	c0df707b3f7b898b7836393ae7454fa7	0.926	0.639	0.288	1.489	0.85	0.639	1.063	0.72	0.344	914.693
omega_932_13_0	omega_932_13	8fb71f86b1d8b2d94166e06df4e82cfe	0.926	0.623	0.303	1.572	0.926	0.647	1.019	0.656	0.363	828.079
omega_2081_20_0	omega_2081_20	0f50428e3681b45153a1ee1bd60b6b81	0.926	0.641	0.286	1.157	0.711	0.445	1.309	0.866	0.443	1123.686
omega_562_48_0	omega_562_48	ab74ec98de2cff75acb6ac9346caa196	0.926	0.743	0.182	1.157	0.867	0.29	1.169	0.839	0.33	1073.708
omega_1433_5_0	omega_1433_5	05c592e18b0e40e80b8df8e1244ac385	0.926	0.599	0.326	1.289	0.776	0.513	1.197	0.724	0.473	924.881
omega_3166_3_0	omega_3166_3	9668b6bf8d1a9c4188d8002ea6e6c1b4	0.925	0.621	0.304	1.631	0.964	0.666	0.994	0.636	0.358	800.172
omega_40_4_0	omega_40_4	d8dd45e300cc28a38a921eba58ca8800	0.925	0.642	0.283	1.409	0.851	0.558	1.088	0.723	0.365	919.15
omega_789_38_0	omega_789_38	31a5cfa3d616ad37515014223619d380	0.925	0.708	0.217	1.159	0.808	0.351	1.214	0.851	0.362	1094.411
omega_382_37_0	omega_382_37	321d9e37b3b4b3b45c8e26b7ee4e6143	0.925	0.675	0.25	1.377	0.896	0.481	1.074	0.732	0.342	929.02
omega_3252_1_0	omega_3252_1	bfabd28ac418dcf6dd5361dae1be5c1f	0.925	0.67	0.254	1.3	0.864	0.435	1.128	0.749	0.379	953.445
omega_3338_16_0	omega_3338_16	38271787450ca828430983ebe6e80eb2	0.924	0.629	0.295	1.474	0.869	0.605	1.06	0.695	0.365	881.094
omega_2040_12_0	omega_2040_12	8e21948f66a3f26c8f04335c3b9414a5	0.924	0.633	0.291	1.473	0.9	0.573	1.052	0.681	0.371	861.656
omega_1991_5_0	omega_1991_5	54a4dda6f627c570e82c37326cfdcd42	0.924	0.615	0.309	1.325	0.771	0.554	1.163	0.752	0.411	963.138
omega_2363_35_0	omega_2363_35	dba63d3a3bf22589b5e8e1ce0fd8ee2b	0.923	0.674	0.25	1.401	0.911	0.49	1.058	0.721	0.337	913.705
omega_2240_23_0	omega_2240_23	82f8885f90644e427e5cb8c64444eed9	0.923	0.634	0.289	1.373	0.833	0.54	1.11	0.727	0.383	925.021
omega_2325_43_0	omega_2325_43	c61386554efbb7ec53ccd1255f1f03bb	0.923	0.644	0.28	1.343	0.826	0.517	1.123	0.744	0.378	948.908
omega_1789_4_0	omega_1789_4	702bb280c4fe28a6ae0e201d38452d15	0.923	0.608	0.315	1.311	0.761	0.549	1.176	0.752	0.425	962.967
omega_468_4_0	omega_468_4	92b0c1c7f69cc8cb94d64e8ab6561cbb	0.923	0.661	0.262	1.296	0.84	0.456	1.137	0.756	0.381	964.087
omega_961_17_0	omega_961_17	56f145da4149aa8b05022cc9a2db7d46	0.923	0.633	0.289	1.535	0.94	0.595	1.02	0.66	0.36	832.175
omega_639_23_0	omega_639_23	b68a7a81606594a4dd33fca2117a4aa6	0.923	0.629	0.294	1.519	0.907	0.611	1.033	0.672	0.361	848.852
omega_2601_6_0	omega_2601_6	52f69bfb9bfad65c515acaa924ed9673	0.922	0.614	0.308	1.617	0.883	0.733	1.016	0.668	0.347	844.988
omega_1502_45_0	omega_1502_45	5a5f54ff7c90ae626b4dce6750798dea	0.922	0.69	0.232	1.124	0.728	0.396	1.289	0.93	0.358	1211.468
omega_3098_19_0	omega_3098_19	552a708f137a14806a02977bac3809e3	0.922	0.679	0.243	1.539	0.931	0.608	1.003	0.715	0.288	905.127
omega_1019_16_0	omega_1019_16	c98d917275bd723b045963e646e07c13	0.922	0.652	0.27	1.386	0.81	0.577	1.107	0.771	0.336	985.114
omega_2635_21_0	omega_2635_21	68b693b49ecc7725362c988b3fe4df45	0.922	0.579	0.342	1.588	0.842	0.746	1.038	0.65	0.388	822.887
omega_1903_31_0	omega_1903_31	b1a63bc3aa346c486aec7a98bcaa53ce	0.922	0.633	0.289	1.512	0.871	0.641	1.043	0.698	0.345	885.099
omega_234_38_0	omega_234_38	7e9b11b933c72e46b8303dccef28865d	0.922	0.654	0.268	1.312	0.823	0.489	1.133	0.761	0.372	971.628
omega_718_44_0	omega_718_44	e7e7eba47c6316de7bf4107b57082cde	0.922	0.659	0.263	1.352	0.852	0.499	1.1	0.744	0.356	946.88
omega_2263_42_0	omega_2263_42	eecfa8470fead55d835497bb0670a1f1	0.921	0.757	0.164	1.145	0.841	0.304	1.146	0.882	0.263	1134.05
omega_2995_1_0	omega_2995_1	2d395575a362f813176cfc000738ea0d	0.921	0.633	0.288	1.526	0.976	0.55	1.019	0.643	0.377	808.295
omega_1398_10_0	omega_1398_10	d7dd08b8670feb2d989b9f310bd1f52e	0.92	0.619	0.301	1.411	0.831	0.579	1.094	0.708	0.385	900.638
omega_16_22_0	omega_16_22	6196546b52b07c23fe8e90a159b1a775	0.92	0.62	0.3	1.38	0.808	0.572	1.114	0.727	0.387	926.09
omega_2049_40_0	omega_2049_40	dc8ba0ea79eeecf5b3102d26bc4a42a3	0.92	0.666	0.254	1.303	0.885	0.417	1.122	0.729	0.394	924.756
omega_1887_8_0	omega_1887_8	96a904cad2bbfe50b8ed64e8a016fdb6	0.92	0.606	0.314	1.333	0.808	0.525	1.146	0.708	0.438	901.29
omega_2733_5_0	omega_2733_5	44a2afe41be4ffdf65a0bc0e2fa60015	0.92	0.622	0.298	1.532	0.959	0.572	1.022	0.638	0.383	803.509
omega_2799_45_0	omega_2799_45	03abb07c4cdb3606bca840736aa3767c	0.92	0.717	0.203	1.302	0.942	0.36	1.067	0.75	0.317	950.611
omega_3392_1_0	omega_3392_1	7d719a0becaa337af3b78fe0f08331a0	0.919	0.696	0.223	1.287	0.884	0.403	1.1	0.766	0.333	974.9
omega_1840_1_0	omega_1840_1	17b1979a708a1cbefbd3dca98d4b41d2	0.919	0.613	0.307	1.678	0.948	0.73	0.98	0.634	0.346	798.081
omega_1989_5_0	omega_1989_5	80a086029ece2fb6711fef7622f7af12	0.919	0.668	0.252	1.39	0.909	0.48	1.061	0.715	0.346	906.141
omega_2356_3_0	omega_2356_3	a6c08dbc0d65757c615a3d5c9f775cd7	0.919	0.616	0.303	1.264	0.773	0.491	1.194	0.753	0.441	963.768
omega_3467_6_0	omega_3467_6	836eea1f3ad1b103540f0e0227735f78	0.919	0.667	0.251	1.209	0.799	0.41	1.196	0.801	0.394	1027.388
omega_1965_5_0	omega_1965_5	5fc877e34afcf947ea9709eeed767f17	0.919	0.576	0.342	1.628	0.884	0.745	1.011	0.623	0.388	786.287
omega_2128_2_0	omega_2128_2	1c99dfb463c717143d2130add85bf486	0.918	0.679	0.239	1.286	0.859	0.427	1.116	0.764	0.352	973.916
omega_1766_14_0	omega_1766_14	91ccb6cb2c771540b844e66b1f91eb01	0.918	0.608	0.311	1.37	0.802	0.567	1.122	0.714	0.407	910.163
omega_1719_9_0	omega_1719_9	a1b071b8221d50acd17c770cebb784a5	0.918	0.617	0.301	1.406	0.818	0.588	1.097	0.715	0.381	910.783
omega_3203_2_0	omega_3203_2	5e9ee0b63d3daf89bf1e5345bb27f12a	0.918	0.636	0.282	1.36	0.844	0.516	1.104	0.721	0.383	916.731
omega_1192_40_0	omega_1192_40	c8b2df3188800f0c5322d4b8f1cd5115	0.917	0.686	0.232	1.246	0.841	0.405	1.139	0.788	0.351	1006.515
omega_557_22_0	omega_557_22	c352fd2ced9c0d309d553359524b68b8	0.917	0.569	0.348	1.277	0.722	0.556	1.212	0.729	0.482	935.6
omega_452_2_0	omega_452_2	e106553637d58aa457cc95e1549a485b	0.917	0.725	0.192	1.269	0.929	0.34	1.074	0.768	0.305	975.43
omega_1206_18_0	omega_1206_18	9cf48db7c0d2c5d44b44072ba9c36cdf	0.917	0.617	0.3	1.234	0.726	0.508	1.228	0.805	0.423	1038.63
omega_316_17_0	omega_316_17	da721a1d4b8d3f62edf489ee0ebe3c83	0.917	0.69	0.228	1.28	0.89	0.39	1.107	0.754	0.353	958.294
omega_408_10_0	omega_408_10	7535502b455da2315ec8e3a6e17b1f68	0.917	0.652	0.265	1.277	0.827	0.45	1.147	0.754	0.393	962.065
omega_2490_45_0	omega_2490_45	7eb5c68f01e732a4d99ab0058a330012	0.917	0.632	0.285	1.309	0.805	0.504	1.142	0.746	0.396	952.308
omega_102_35_0	omega_102_35	1f6201d134be3d4402f6c010d0135d4f	0.917	0.69	0.227	1.56	0.984	0.576	0.97	0.697	0.273	879.689
omega_3359_17_0	omega_3359_17	e0eda920631feba6c991b6e01ee17b52	0.917	0.586	0.331	1.369	0.784	0.585	1.131	0.699	0.432	890.444
omega_2872_31_0	omega_2872_31	b9a52b42f61ddd3036549776d92f70c1	0.916	0.594	0.323	1.263	0.757	0.506	1.205	0.734	0.471	939.339
omega_2620_30_0	omega_2620_30	4ffff3870b2e732cebd71e08c6c66447	0.916	0.598	0.318	1.805	0.974	0.83	0.948	0.608	0.34	763.14
omega_974_48_0	omega_974_48	11dfc6fec622a683a0bf632eb4a9205f	0.916	0.691	0.225	1.306	0.898	0.408	1.083	0.75	0.333	953.041
omega_2512_36_0	omega_2512_36	4fdf0afde28034b9246e1d860a446585	0.916	0.677	0.239	1.362	0.884	0.478	1.066	0.743	0.323	944.35
omega_343_48_0	omega_343_48	bb24023ccfeef4f93518faa5e842430f	0.916	0.647	0.269	1.3	0.827	0.473	1.132	0.748	0.384	953.743
omega_3410_27_0	omega_3410_27	8f680badbc7d285087a9de4841499fae	0.915	0.703	0.213	1.407	0.895	0.512	1.033	0.766	0.267	974.096
omega_2556_46_0	omega_2556_46	b7651a9425cea6ababee0f36e1f90de8	0.915	0.665	0.251	1.28	0.828	0.452	1.132	0.771	0.36	985.089
omega_2897_8_0	omega_2897_8	de005a31e9a087bd9168f5789eec08b7	0.915	0.693	0.223	1.276	0.846	0.43	1.109	0.793	0.316	1013.123
omega_1110_13_0	omega_1110_13	8582978469a41eaf241f9faf6cd4de6c	0.915	0.612	0.303	1.303	0.809	0.495	1.155	0.716	0.439	911.821
omega_3034_10_0	omega_3034_10	f62c57cbc632623e9fa1df17e64a96e4	0.915	0.612	0.303	1.369	0.767	0.601	1.131	0.752	0.379	962.458
omega_1565_2_0	omega_1565_2	6f9da10140557d51f43466559c52ad30	0.915	0.619	0.296	1.321	0.814	0.507	1.137	0.72	0.416	917.222
